6107120000	4.17E+00	2.49E+01	6107030000	4.19E+00	2.48E+01	3.82E+00	2.77E+01
6107125000	4.18E+00	2.48E+01	6107031250	4.12E+00	2.49E+01	3.77E+00	2.85E+01
6107130000	4.20E+00	2.48E+01	6107032500	4.12E+00	2.49E+01	3.70E+00	2.86E+01
6107135000	4.17E+00	2.48E+01	6107033750	4.18E+00	2.48E+01	3.84E+00	2.76E+01
6107140000	4.18E+00	2.46E+01	6107035000	4.14E+00	2.50E+01	3.64E+00	2.75E+01
6107145000	4.18E+00	2.46E+01	6107036250	4.11E+00	2.48E+01	3.70E+00	2.91E+01
6107150000	4.19E+00	2.46E+01	6107037500	4.12E+00	2.47E+01	3.53E+00	2.91E+01
6107155000	4.18E+00	2.45E+01	6107038750	4.12E+00	2.49E+01	3.84E+00	2.89E+01
6107160000	4.18E+00	2.45E+01	6107040000	4.14E+00	2.47E+01	3.83E+00	2.74E+01
6107165000	4.21E+00	2.45E+01	6107041250	4.17E+00	2.45E+01	3.70E+00	2.92E+01
6107170000	4.19E+00	2.43E+01	6107042500	4.13E+00	2.44E+01	3.82E+00	2.83E+01
6107175000	4.20E+00	2.41E+01	6107043750	4.13E+00	2.45E+01	3.79E+00	2.93E+01
6107180000	4.17E+00	2.42E+01	6107045000	4.14E+00	2.47E+01	3.92E+00	2.86E+01
6107185000	4.19E+00	2.41E+01	6107046250	4.17E+00	2.46E+01	3.83E+00	2.86E+01
6107190000	4.19E+00	2.40E+01	6107047500	4.14E+00	2.50E+01	3.92E+00	2.85E+01
6107195000	4.20E+00	2.40E+01	6107048750	4.13E+00	2.45E+01	3.88E+00	2.88E+01
6107200000	4.21E+00	2.38E+01	6107050000	4.15E+00	2.46E+01	3.75E+00	2.81E+01
6107205000	4.19E+00	2.38E+01	6107051250	4.14E+00	2.44E+01	3.71E+00	2.88E+01
6107210000	4.20E+00	2.38E+01	6107052500	4.11E+00	2.45E+01	3.80E+00	2.77E+01
6107215000	4.20E+00	2.36E+01	6107053750	4.10E+00	2.44E+01	3.64E+00	2.93E+01
6107220000	4.21E+00	2.35E+01	6107055000	4.13E+00	2.44E+01	3.88E+00	2.82E+01
6107225000	4.19E+00	2.36E+01	6107056250	4.11E+00	2.46E+01	3.80E+00	2.93E+01
6107230000	4.20E+00	2.36E+01	6107057500	4.16E+00	2.44E+01	3.75E+00	2.85E+01
6107235000	4.22E+00	2.35E+01	6107058750	4.14E+00	2.47E+01	3.84E+00	2.69E+01
6107240000	4.21E+00	2.32E+01	6107060000	4.12E+00	2.46E+01	3.89E+00	2.92E+01
6107245000	4.20E+00	2.32E+01	6107061250	4.15E+00	2.44E+01	3.78E+00	2.82E+01
6107250000	4.23E+00	2.33E+01	6107062500	4.17E+00	2.44E+01	3.87E+00	2.80E+01
6107255000	4.22E+00	2.31E+01	6107063750	4.15E+00	2.44E+01	3.69E+00	2.85E+01
6107260000	4.23E+00	2.30E+01	6107065000	4.14E+00	2.43E+01	3.72E+00	2.74E+01
6107265000	4.23E+00	2.30E+01	6107066250	4.15E+00	2.44E+01	3.81E+00	2.84E+01
6107270000	4.22E+00	2.29E+01	6107067500	4.14E+00	2.43E+01	3.89E+00	2.77E+01
6107275000	4.24E+00	2.28E+01	6107068750	4.17E+00	2.44E+01	3.82E+00	2.84E+01
6107280000	4.23E+00	2.28E+01	6107070000	4.14E+00	2.43E+01	3.87E+00	2.90E+01
6107285000	4.21E+00	2.28E+01	6107071250	4.11E+00	2.44E+01	3.60E+00	2.84E+01
6107290000	4.23E+00	2.26E+01	6107072500	4.13E+00	2.44E+01	3.74E+00	2.87E+01
6107295000	4.23E+00	2.26E+01	6107073750	4.14E+00	2.43E+01	3.78E+00	2.75E+01
6107300000	4.22E+00	2.26E+01	6107075000	4.15E+00	2.43E+01	3.66E+00	2.87E+01
6107305000	4.24E+00	2.24E+01	6107076250	4.15E+00	2.39E+01	3.95E+00	2.90E+01
6107310000	4.24E+00	2.23E+01	6107077500	4.16E+00	2.44E+01	3.78E+00	2.80E+01
6107315000	4.26E+00	2.22E+01	6107078750	4.10E+00	2.42E+01	3.94E+00	2.81E+01
6107320000	4.24E+00	2.24E+01	6107080000	4.13E+00	2.42E+01	3.86E+00	2.72E+01
6107325000	4.25E+00	2.21E+01	6107081250	4.13E+00	2.41E+01	3.77E+00	2.63E+01
6107330000	4.25E+00	2.19E+01	6107082500	4.17E+00	2.41E+01	3.77E+00	2.67E+01
6107335000	4.25E+00	2.20E+01	6107083750	4.19E+00	2.43E+01	3.61E+00	2.82E+01
6107340000	4.26E+00	2.18E+01	6107085000	4.21E+00	2.42E+01	3.70E+00	2.79E+01
6107345000	4.24E+00	2.17E+01	6107086250	4.17E+00	2.42E+01	3.68E+00	2.76E+01
6107350000	4.25E+00	2.18E+01	6107087500	4.12E+00	2.42E+01	3.84E+00	2.65E+01
6107355000	4.24E+00	2.17E+01	6107088750	4.15E+00	2.41E+01	3.74E+00	2.76E+01
6107360000	4.25E+00	2.16E+01	6107090000	4.13E+00	2.39E+01	3.86E+00	2.77E+01
6107365000	4.25E+00	2.15E+01	6107091250	4.16E+00	2.40E+01	3.70E+00	2.78E+01
6107370000	4.26E+00	2.14E+01	6107092500	4.12E+00	2.41E+01	3.72E+00	2.72E+01
6107375000	4.28E+00	2.14E+01	6107093750	4.12E+00	2.39E+01	3.71E+00	2.87E+01
6107380000	4.27E+00	2.13E+01	6107095000	4.13E+00	2.40E+01	3.61E+00	2.83E+01
6107385000	4.27E+00	2.12E+01	6107096250	4.17E+00	2.41E+01	3.50E+00	2.83E+01
6107390000	4.27E+00	2.10E+01	6107097500	4.09E+00	2.38E+01	3.79E+00	2.73E+01
6107395000	4.28E+00	2.11E+01	6107098750	4.14E+00	2.41E+01	3.83E+00	2.72E+01
6107400000	4.28E+00	2.10E+01	6107100000	4.20E+00	2.37E+01	3.95E+00	2.79E+01
6107405000	4.29E+00	2.08E+01	6107101250	4.17E+00	2.39E+01	3.85E+00	2.78E+01
6107410000	4.29E+00	2.09E+01	6107102500	4.12E+00	2.39E+01	3.70E+00	2.73E+01
6107415000	4.29E+00	2.07E+01	6107103750	4.15E+00	2.38E+01	3.73E+00	2.90E+01
6107420000	4.28E+00	2.07E+01	6107105000	4.15E+00	2.40E+01	3.71E+00	2.83E+01
6107425000	4.30E+00	2.06E+01	6107106250	4.11E+00	2.36E+01	3.74E+00	2.70E+01
6107430000	4.31E+00	2.06E+01	6107107500	4.13E+00	2.36E+01	3.72E+00	2.78E+01
6107435000	4.30E+00	2.04E+01	6107108750	4.17E+00	2.36E+01	3.92E+00	2.68E+01
6107440000	4.33E+00	2.03E+01	6107110000	4.16E+00	2.41E+01	3.67E+00	2.73E+01
6107445000	4.30E+00	2.03E+01	6107111250	4.20E+00	2.37E+01	3.99E+00	2.79E+01
6107450000	4.32E+00	2.02E+01	6107112500	4.16E+00	2.36E+01	3.76E+00	2.81E+01
6107455000	4.30E+00	2.00E+01	6107113750	4.14E+00	2.37E+01	3.72E+00	2.75E+01
6107460000	4.31E+00	2.01E+01	6107115000	4.12E+00	2.37E+01	3.85E+00	2.70E+01
6107465000	4.31E+00	2.00E+01	6107116250	4.15E+00	2.36E+01	3.72E+00	2.73E+01
6107470000	4.30E+00	1.99E+01	6107117500	4.21E+00	2.37E+01	3.74E+00	2.87E+01
6107475000	4.32E+00	1.98E+01	6107118750	4.14E+00	2.37E+01	3.65E+00	2.77E+01
6107480000	4.32E+00	1.97E+01	6107120000	4.13E+00	2.35E+01	3.96E+00	2.68E+01
6107485000	4.32E+00	1.96E+01	6107121250	4.14E+00	2.36E+01	3.68E+00	2.87E+01
6107490000	4.31E+00	1.96E+01	6107122500	4.15E+00	2.37E+01	3.75E+00	2.68E+01
6107495000	4.34E+00	1.93E+01	6107123750	4.14E+00	2.35E+01	3.71E+00	2.77E+01
6107500000	4.34E+00	1.93E+01	6107125000	4.15E+00	2.37E+01	3.76E+00	2.65E+01
6107505000	4.33E+00	1.91E+01	6107126250	4.08E+00	2.37E+01	3.63E+00	2.75E+01
6107510000	4.35E+00	1.91E+01	6107127500	4.15E+00	2.34E+01	3.63E+00	2.81E+01
6107515000	4.33E+00	1.90E+01	6107128750	4.18E+00	2.37E+01	3.68E+00	2.70E+01
6107520000	4.34E+00	1.91E+01	6107130000	4.15E+00	2.35E+01	3.90E+00	2.79E+01
6107525000	4.35E+00	1.89E+01	6107131250	4.13E+00	2.34E+01	3.69E+00	2.87E+01
6107530000	4.37E+00	1.89E+01	6107132500	4.16E+00	2.33E+01	3.71E+00	2.68E+01
6107535000	4.36E+00	1.88E+01	6107133750	4.13E+00	2.34E+01	3.89E+00	2.68E+01
6107540000	4.36E+00	1.87E+01	6107135000	4.12E+00	2.35E+01	3.86E+00	2.76E+01
6107545000	4.36E+00	1.84E+01	6107136250	4.18E+00	2.39E+01	3.75E+00	2.76E+01
6107550000	4.36E+00	1.84E+01	6107137500	4.11E+00	2.34E+01	3.89E+00	2.70E+01
6107555000	4.38E+00	1.84E+01	6107138750	4.07E+00	2.33E+01	3.66E+00	2.69E+01
6107560000	4.35E+00	1.83E+01	6107140000	4.14E+00	2.34E+01	3.91E+00	2.69E+01
6107565000	4.38E+00	1.82E+01	6107141250	4.14E+00	2.34E+01	3.60E+00	2.70E+01
6107570000	4.38E+00	1.81E+01	6107142500	4.12E+00	2.34E+01	3.90E+00	2.65E+01
6107575000	4.37E+00	1.80E+01	6107143750	4.13E+00	2.33E+01	3.75E+00	2.63E+01
6107580000	4.38E+00	1.81E+01	6107145000	4.16E+00	2.33E+01	3.75E+00	2.68E+01
6107585000	4.40E+00	1.79E+01	6107146250	4.18E+00	2.34E+01	3.81E+00	2.72E+01
6107590000	4.39E+00	1.77E+01	6107147500	4.15E+00	2.35E+01	3.84E+00	2.66E+01
6107595000	4.40E+00	1.76E+01	6107148750	4.17E+00	2.32E+01	3.82E+00	2.70E+01
6107600000	4.39E+00	1.75E+01	6107150000	4.17E+00	2.31E+01	3.85E+00	2.80E+01
6107605000	4.41E+00	1.74E+01	6107151250	4.17E+00	2.33E+01	3.59E+00	2.76E+01
6107610000	4.42E+00	1.74E+01	6107152500	4.20E+00	2.33E+01	3.75E+00	2.71E+01
6107615000	4.41E+00	1.74E+01	6107153750	4.17E+00	2.36E+01	3.78E+00	2.76E+01
6107620000	4.42E+00	1.72E+01	6107155000	4.19E+00	2.33E+01	3.70E+00	2.72E+01
6107625000	4.40E+00	1.70E+01	6107156250	4.13E+00	2.31E+01	3.84E+00	2.72E+01
6107630000	4.41E+00	1.69E+01	6107157500	4.18E+00	2.31E+01	3.78E+00	2.63E+01
6107635000	4.43E+00	1.70E+01	6107158750	4.17E+00	2.31E+01	3.84E+00	2.67E+01
6107640000	4.44E+00	1.68E+01	6107160000	4.15E+00	2.29E+01	3.80E+00	2.70E+01
6107645000	4.43E+00	1.67E+01	6107161250	4.16E+00	2.32E+01	3.70E+00	2.77E+01
6107650000	4.44E+00	1.67E+01	6107162500	4.16E+00	2.33E+01	3.72E+00	2.56E+01
6107655000	4.46E+00	1.64E+01	6107163750	4.15E+00	2.32E+01	3.64E+00	2.71E+01
6107660000	4.45E+00	1.64E+01	6107165000	4.23E+00	2.28E+01	3.85E+00	2.81E+01
6107665000	4.46E+00	1.62E+01	6107166250	4.16E+00	2.30E+01	3.73E+00	2.61E+01
6107670000	4.47E+00	1.62E+01	6107167500	4.15E+00	2.29E+01	3.71E+00	2.69E+01
6107675000	4.46E+00	1.60E+01	6107168750	4.11E+00	2.32E+01	3.69E+00	2.64E+01
6107680000	4.47E+00	1.59E+01	6107170000	4.17E+00	2.28E+01	3.75E+00	2.59E+01
6107685000	4.48E+00	1.59E+01	6107171250	4.14E+00	2.33E+01	3.80E+00	2.68E+01
6107690000	4.47E+00	1.58E+01	6107172500	4.14E+00	2.30E+01	3.70E+00	2.67E+01
6107695000	4.48E+00	1.56E+01	6107173750	4.17E+00	2.30E+01	3.59E+00	2.66E+01
6107700000	4.49E+00	1.55E+01	6107175000	4.23E+00	2.30E+01	3.78E+00	2.72E+01
6107705000	4.48E+00	1.53E+01	6107176250	4.16E+00	2.30E+01	3.94E+00	2.53E+01
6107710000	4.48E+00	1.52E+01	6107177500	4.22E+00	2.31E+01	3.67E+00	2.69E+01
6107715000	4.48E+00	1.51E+01	6107178750	4.21E+00	2.26E+01	3.95E+00	2.79E+01
6107720000	4.50E+00	1.49E+01	6107180000	4.17E+00	2.27E+01	3.73E+00	2.69E+01
6107725000	4.51E+00	1.49E+01	6107181250	4.12E+00	2.27E+01	3.92E+00	2.73E+01
6107730000	4.51E+00	1.47E+01	6107182500	4.20E+00	2.24E+01	3.65E+00	2.66E+01
6107735000	4.53E+00	1.47E+01	6107183750	4.15E+00	2.25E+01	3.84E+00	2.65E+01
6107740000	4.53E+00	1.45E+01	6107185000	4.19E+00	2.31E+01	3.72E+00	2.71E+01
6107745000	4.54E+00	1.43E+01	6107186250	4.16E+00	2.27E+01	3.95E+00	2.81E+01
6107750000	4.55E+00	1.43E+01	6107187500	4.19E+00	2.28E+01	3.81E+00	2.55E+01
6107755000	4.55E+00	1.42E+01	6107188750	4.13E+00	2.29E+01	3.60E+00	2.55E+01
6107760000	4.55E+00	1.39E+01	6107190000	4.15E+00	2.28E+01	3.74E+00	2.71E+01
6107765000	4.55E+00	1.40E+01	6107191250	4.19E+00	2.28E+01	3.75E+00	2.71E+01
6107770000	4.56E+00	1.38E+01	6107192500	4.13E+00	2.27E+01	3.80E+00	2.76E+01
6107775000	4.56E+00	1.36E+01	6107193750	4.20E+00	2.24E+01	3.69E+00	2.65E+01
6107780000	4.57E+00	1.34E+01	6107195000	4.18E+00	2.30E+01	3.86E+00	2.73E+01
6107785000	4.58E+00	1.33E+01	6107196250	4.17E+00	2.25E+01	3.72E+00	2.74E+01
6107790000	4.59E+00	1.31E+01	6107197500	4.18E+00	2.28E+01	3.81E+00	2.62E+01
6107795000	4.61E+00	1.30E+01	6107198750	4.17E+00	2.28E+01	3.68E+00	2.71E+01
6107800000	4.60E+00	1.28E+01	6107200000	4.20E+00	2.27E+01	3.76E+00	2.54E+01
6107805000	4.61E+00	1.27E+01	6107201250	4.14E+00	2.26E+01	3.77E+00	2.70E+01
6107810000	4.63E+00	1.26E+01	6107202500	4.21E+00	2.27E+01	3.57E+00	2.57E+01
6107815000	4.64E+00	1.24E+01	6107203750	4.18E+00	2.24E+01	3.58E+00	2.53E+01
6107820000	4.65E+00	1.23E+01	6107205000	4.14E+00	2.27E+01	3.74E+00	2.59E+01
6107825000	4.63E+00	1.22E+01	6107206250	4.22E+00	2.23E+01	3.63E+00	2.62E+01
6107830000	4.64E+00	1.20E+01	6107207500	4.16E+00	2.22E+01	3.72E+00	2.71E+01
6107835000	4.64E+00	1.19E+01	6107208750	4.16E+00	2.24E+01	3.72E+00	2.50E+01
6107840000	4.65E+00	1.17E+01	6107210000	4.17E+00	2.27E+01	3.83E+00	2.64E+01
6107845000	4.68E+00	1.14E+01	6107211250	4.19E+00	2.25E+01	3.84E+00	2.73E+01
6107850000	4.67E+00	1.13E+01	6107212500	4.17E+00	2.24E+01	3.73E+00	2.68E+01
6107855000	4.69E+00	1.11E+01	6107213750	4.20E+00	2.23E+01	3.73E+00	2.73E+01
6107860000	4.69E+00	1.09E+01	6107215000	4.17E+00	2.20E+01	3.80E+00	2.68E+01
6107865000	4.70E+00	1.07E+01	6107216250	4.19E+00	2.24E+01	3.78E+00	2.74E+01
6107870000	4.72E+00	1.06E+01	6107217500	4.18E+00	2.22E+01	3.79E+00	2.67E+01
6107875000	4.71E+00	1.05E+01	6107218750	4.11E+00	2.22E+01	3.85E+00	2.65E+01
6107880000	4.72E+00	1.01E+01	6107220000	4.20E+00	2.23E+01	3.90E+00	2.70E+01
6107885000	4.75E+00	1.00E+01	6107221250	4.14E+00	2.23E+01	3.73E+00	2.61E+01
6107890000	4.74E+00	9.81E+00	6107222500	4.26E+00	2.21E+01	3.73E+00	2.58E+01
6107895000	4.76E+00	9.61E+00	6107223750	4.17E+00	2.24E+01	3.86E+00	2.68E+01
6107900000	4.77E+00	9.39E+00	6107225000	4.21E+00	2.25E+01	3.82E+00	2.67E+01
6107905000	4.79E+00	9.14E+00	6107226250	4.16E+00	2.21E+01	3.69E+00	2.66E+01
6107910000	4.77E+00	8.87E+00	6107227500	4.16E+00	2.23E+01	3.70E+00	2.54E+01
6107915000	4.80E+00	8.74E+00	6107228750	4.17E+00	2.18E+01	3.91E+00	2.72E+01
6107920000	4.81E+00	8.36E+00	6107230000	4.17E+00	2.22E+01	3.73E+00	2.67E+01
6107925000	4.82E+00	8.25E+00	6107231250	4.22E+00	2.21E+01	3.98E+00	2.61E+01
6107930000	4.82E+00	7.94E+00	6107232500	4.19E+00	2.21E+01	3.82E+00	2.69E+01
6107935000	4.82E+00	7.78E+00	6107233750	4.15E+00	2.17E+01	3.75E+00	2.63E+01
6107940000	4.85E+00	7.45E+00	6107235000	4.17E+00	2.21E+01	3.79E+00	2.54E+01
6107945000	4.85E+00	7.18E+00	6107236250	4.21E+00	2.23E+01	3.75E+00	2.66E+01
6107950000	4.87E+00	6.96E+00	6107237500	4.19E+00	2.19E+01	3.73E+00	2.58E+01
6107955000	4.89E+00	6.67E+00	6107238750	4.17E+00	2.23E+01	3.64E+00	2.51E+01
6107960000	4.91E+00	6.38E+00	6107240000	4.15E+00	2.18E+01	3.67E+00	2.43E+01
6107965000	4.92E+00	6.16E+00	6107241250	4.20E+00	2.20E+01	3.83E+00	2.64E+01
6107970000	4.92E+00	5.73E+00	6107242500	4.20E+00	2.20E+01	3.80E+00	2.53E+01
6107975000	4.94E+00	5.35E+00	6107243750	4.19E+00	2.18E+01	3.66E+00	2.56E+01
6107980000	4.94E+00	5.12E+00	6107245000	4.17E+00	2.20E+01	3.78E+00	2.55E+01
6107985000	4.96E+00	4.94E+00	6107246250	4.20E+00	2.17E+01	3.94E+00	2.59E+01
6107990000	4.96E+00	4.36E+00	6107247500	4.21E+00	2.18E+01	3.73E+00	2.67E+01
6107995000	5.00E+00	4.14E+00	6107248750	4.18E+00	2.20E+01	3.78E+00	2.55E+01
6108000000	5.00E+00	3.58E+00	6107250000	4.17E+00	2.16E+01	3.96E+00	2.45E+01
6108005000	5.03E+00	3.26E+00	6107251250	4.20E+00	2.17E+01	3.68E+00	2.57E+01
6108010000	5.04E+00	2.94E+00	6107252500	4.18E+00	2.20E+01	3.83E+00	2.56E+01
6108015000	5.03E+00	2.41E+00	6107253750	4.18E+00	2.19E+01	3.82E+00	2.47E+01
6108020000	5.06E+00	2.04E+00	6107255000	4.18E+00	2.20E+01	3.79E+00	2.47E+01
6108025000	5.07E+00	1.52E+00	6107256250	4.18E+00	2.20E+01	3.66E+00	2.54E+01
6108030000	5.08E+00	1.05E+00	6107257500	4.19E+00	2.15E+01	3.89E+00	2.63E+01
6108035000	5.10E+00	5.40E-01	6107258750	4.21E+00	2.17E+01	3.80E+00	2.54E+01
6108040000	5.13E+00	-9.84E-03	6107260000	4.15E+00	2.21E+01	3.61E+00	2.49E+01
6108045000	5.15E+00	-5.71E-01	6107261250	4.17E+00	2.19E+01	3.54E+00	2.59E+01
6108050000	5.15E+00	-1.19E+00	6107262500	4.20E+00	2.19E+01	3.66E+00	2.53E+01
6108055000	5.17E+00	-1.83E+00	6107263750	4.18E+00	2.17E+01	3.68E+00	2.57E+01
6108060000	5.19E+00	-2.41E+00	6107265000	4.22E+00	2.15E+01	3.97E+00	2.52E+01
6108065000	5.19E+00	-3.22E+00	6107266250	4.17E+00	2.17E+01	3.75E+00	2.58E+01
6108070000	5.20E+00	-3.99E+00	6107267500	4.15E+00	2.15E+01	3.71E+00	2.58E+01
6108075000	5.20E+00	-4.84E+00	6107268750	4.12E+00	2.16E+01	3.84E+00	2.64E+01
6108080000	5.18E+00	-5.79E+00	6107270000	4.21E+00	2.14E+01	3.79E+00	2.63E+01
6108085000	5.14E+00	-6.86E+00	6107271250	4.19E+00	2.14E+01	3.67E+00	2.65E+01
6108090000	5.07E+00	-8.12E+00	6107272500	4.21E+00	2.18E+01	3.79E+00	2.44E+01
6108095000	5.01E+00	-8.88E+00	6107273750	4.17E+00	2.15E+01	3.60E+00	2.62E+01
6108100000	4.91E+00	-9.78E+00	6107275000	4.20E+00	2.19E+01	3.77E+00	2.57E+01
6108105000	4.74E+00	-1.10E+01	6107276250	4.16E+00	2.13E+01	3.97E+00	2.63E+01
6108110000	4.60E+00	-1.19E+01	6107277500	4.19E+00	2.14E+01	3.79E+00	2.51E+01
6108115000	4.41E+00	-1.27E+01	6107278750	4.20E+00	2.12E+01	3.52E+00	2.54E+01
6108120000	4.24E+00	-1.36E+01	6107280000	4.18E+00	2.14E+01	3.65E+00	2.48E+01
6108125000	4.04E+00	-1.43E+01	6107281250	4.21E+00	2.16E+01	3.69E+00	2.57E+01
6108130000	3.88E+00	-1.48E+01	6107282500	4.18E+00	2.15E+01	3.82E+00	2.57E+01
6108135000	3.69E+00	-1.55E+01	6107283750	4.20E+00	2.10E+01	3.72E+00	2.63E+01
6108140000	3.50E+00	-1.60E+01	6107285000	4.14E+00	2.13E+01	3.87E+00	2.55E+01
6108145000	3.33E+00	-1.64E+01	6107286250	4.19E+00	2.15E+01	3.75E+00	2.64E+01
6108150000	3.10E+00	-1.69E+01	6107287500	4.17E+00	2.15E+01	3.81E+00	2.63E+01
6108155000	2.93E+00	-1.72E+01	6107288750	4.16E+00	2.13E+01	3.74E+00	2.50E+01
6108160000	2.68E+00	-1.75E+01	6107290000	4.22E+00	2.13E+01	3.89E+00	2.64E+01
6108165000	2.46E+00	-1.80E+01	6107291250	4.18E+00	2.10E+01	3.74E+00	2.59E+01
6108170000	2.23E+00	-1.81E+01	6107292500	4.17E+00	2.10E+01	3.75E+00	2.57E+01
6108175000	1.95E+00	-1.80E+01	6107293750	4.18E+00	2.10E+01	3.74E+00	2.53E+01
6108180000	1.69E+00	-1.83E+01	6107295000	4.21E+00	2.11E+01	3.82E+00	2.56E+01
6108185000	1.45E+00	-1.84E+01	6107296250	4.21E+00	2.12E+01	3.94E+00	2.40E+01
6108190000	1.16E+00	-1.83E+01	6107297500	4.21E+00	2.13E+01	3.87E+00	2.54E+01
6108195000	8.81E-01	-1.79E+01	6107298750	4.19E+00	2.06E+01	3.83E+00	2.53E+01
6108200000	5.74E-01	-1.78E+01	6107300000	4.15E+00	2.11E+01	3.77E+00	2.51E+01
6108205000	3.13E-01	-1.72E+01	6107301250	4.19E+00	2.13E+01	3.72E+00	2.54E+01
6108210000	3.25E-03	-1.65E+01	6107302500	4.20E+00	2.11E+01	3.83E+00	2.53E+01
6108215000	-3.35E-01	-1.59E+01	6107303750	4.17E+00	2.11E+01	3.71E+00	2.58E+01
6108220000	-6.25E-01	-1.49E+01	6107305000	4.20E+00	2.11E+01	3.78E+00	2.51E+01
6108225000	-9.50E-01	-1.37E+01	6107306250	4.20E+00	2.12E+01	3.73E+00	2.47E+01
6108230000	-1.27E+00	-1.24E+01	6107307500	4.19E+00	2.09E+01	3.80E+00	2.52E+01
6108235000	-1.58E+00	-1.10E+01	6107308750	4.19E+00	2.11E+01	3.83E+00	2.49E+01
6108240000	-1.88E+00	-9.15E+00	6107310000	4.17E+00	2.07E+01	3.63E+00	2.58E+01
6108245000	-2.20E+00	-7.33E+00	6107311250	4.16E+00	2.12E+01	3.86E+00	2.51E+01
6108250000	-2.47E+00	-5.20E+00	6107312500	4.21E+00	2.11E+01	3.77E+00	2.36E+01
6108255000	-2.71E+00	-2.32E+00	6107313750	4.19E+00	2.07E+01	4.10E+00	2.47E+01
6108260000	-2.97E+00	3.38E-01	6107315000	4.23E+00	2.07E+01	3.77E+00	2.57E+01
6108265000	-3.13E+00	3.52E+00	6107316250	4.23E+00	2.10E+01	3.85E+00	2.47E+01
6108270000	-3.26E+00	6.78E+00	6107317500	4.17E+00	2.09E+01	3.80E+00	2.49E+01
6108275000	-3.35E+00	1.03E+01	6107318750	4.19E+00	2.08E+01	3.62E+00	2.51E+01
6108280000	-3.35E+00	1.37E+01	6107320000	4.20E+00	2.09E+01	3.72E+00	2.45E+01
6108285000	-3.25E+00	1.74E+01	6107321250	4.15E+00	2.09E+01	3.29E+00	2.49E+01
6108290000	-3.11E+00	2.15E+01	6107322500	4.25E+00	2.09E+01	3.69E+00	2.45E+01
6108295000	-2.86E+00	2.49E+01	6107323750	4.20E+00	2.08E+01	3.70E+00	2.50E+01
6108300000	-2.63E+00	2.74E+01	6107325000	4.23E+00	2.07E+01	3.52E+00	2.59E+01
6108305000	-2.39E+00	3.01E+01	6107326250	4.21E+00	2.06E+01	3.94E+00	2.59E+01
6108310000	-2.10E+00	3.20E+01	6107327500	4.22E+00	2.09E+01	3.74E+00	2.62E+01
6108315000	-1.78E+00	3.36E+01	6107328750	4.16E+00	2.07E+01	3.80E+00	2.47E+01
6108320000	-1.50E+00	3.48E+01	6107330000	4.18E+00	2.04E+01	3.67E+00	2.48E+01
6108325000	-1.27E+00	3.57E+01	6107331250	4.23E+00	2.07E+01	3.80E+00	2.53E+01
6108330000	-9.31E-01	3.66E+01	6107332500	4.19E+00	2.08E+01	3.51E+00	2.47E+01
