6.427815e+09	-25.7681703	36.2323587	0.04152064	0.03042454
6.4278165e+09	-25.6679687	36.8117454	0.04168903	0.03120071
6.427818e+09	-25.6678835	37.0144747	0.04157878	0.03134833
6.4278195e+09	-25.7963426	35.119167	0.04196754	0.02951626
6.427821e+09	-25.8116543	36.2604658	0.04129844	0.03029287
6.4278225e+09	-25.5791628	35.7988454	0.04266809	0.03077189
6.427824e+09	-25.8777015	35.9519765	0.04114687	0.02984229
6.4278255e+09	-25.7825653	35.653337	0.04175672	0.02995371
6.427827e+09	-25.8986735	35.6429508	0.04120761	0.0295485
6.4278285e+09	-25.8846145	34.8861489	0.04166168	0.02904862
6.42783e+09	-25.863209	35.3698957	0.04151713	0.02947187
6.4278315e+09	-25.934643	36.5985087	0.04054087	0.03010667
6.427833e+09	-25.8590971	35.6248738	0.04140516	0.02967038
6.4278345e+09	-25.9355389	35.5036854	0.04110448	0.02932353
6.427836e+09	-25.8629765	34.7707959	0.04182414	0.02903693
6.4278375e+09	-25.8857605	35.9793344	0.04109447	0.02983424
6.427839e+09	-26.0798331	35.4749948	0.04044171	0.02882017
6.4278405e+09	-26.1870702	35.5946801	0.03988593	0.02854992
6.427842e+09	-26.1839264	35.4361684	0.03997923	0.02844976
6.4278435e+09	-26.0742081	35.2126714	0.04059952	0.02865326
6.427845e+09	-25.8073369	34.7725108	0.04209204	0.02922479
6.4278465e+09	-26.088658	35.8733995	0.04019947	0.02907113
6.427848e+09	-26.47171	34.03067	0.03933977	0.02656566
6.4278495e+09	-26.1234747	34.993239	0.04047871	0.02833638
6.427851e+09	-26.2606779	34.3243684	0.04016722	0.02742526
6.4278525e+09	-26.5237364	33.7413143	0.0392377	0.02620919
6.427854e+09	-26.4930151	35.9040154	0.03835611	0.02776929
6.4278555e+09	-26.5231213	35.2040676	0.0385586	0.0272042
6.427857e+09	-26.6188319	34.0212652	0.03868333	0.02611313
6.4278585e+09	-26.4473812	35.4956868	0.03875612	0.02764007
6.42786e+09	-26.7384272	34.7538835	0.03782191	0.02624179
6.4278615e+09	-26.9104222	34.3421728	0.03726425	0.02546016
6.427863e+09	-27.0516559	34.9800582	0.03638208	0.02545614
6.4278645e+09	-26.9579293	34.3679844	0.03704958	0.02533798
6.427866e+09	-26.8876123	33.7876995	0.03760752	0.02516435
6.4278675e+09	-27.0690654	34.1042053	0.03669333	0.02484718
6.427869e+09	-27.03513	33.9749938	0.03689313	0.02486131
6.4278705e+09	-27.4110642	34.5404438	0.03509374	0.02415575
6.427872e+09	-27.3172246	33.871145	0.03575775	0.02400208
6.4278735e+09	-27.0989295	33.8204736	0.03668956	0.02458051
6.427875e+09	-27.8580145	35.0607864	0.03312385	0.02324598
6.4278765e+09	-27.8368988	33.7147549	0.0337427	0.02251614
6.427878e+09	-27.7116009	35.0336681	0.03369812	0.0236252
6.4278795e+09	-28.0420608	33.8564686	0.03290054	0.02207198
6.427881e+09	-27.877517	35.2535271	0.03297135	0.02330489
6.4278825e+09	-28.1836763	35.1057837	0.03188733	0.0224156
6.427884e+09	-28.4448234	35.8989575	0.03063881	0.02217795
6.4278855e+09	-28.619503	35.8865557	0.0300335	0.02172989
6.427887e+09	-28.8753675	37.0223358	0.02873774	0.02167301
6.4278885e+09	-28.8509043	35.4267679	0.02941279	0.02092327
6.42789e+09	-29.226231	37.4503515	0.02744376	0.02102058
6.4278915e+09	-29.1995395	36.2953526	0.02794765	0.0205261
6.427893e+09	-29.7390737	39.9437603	0.02498375	0.0209221
6.4278945e+09	-30.0023573	40.7704232	0.02394245	0.02064501
6.427896e+09	-29.7235798	43.6490374	0.02362155	0.02253308
6.4278975e+09	-30.0312672	44.1694002	0.02260097	0.02195501
6.427899e+09	-30.4818879	46.5050538	0.020591	0.02170222
6.4279005e+09	-30.6752825	51.6495233	0.01815335	0.02294454
6.427902e+09	-31.0341242	54.5832885	0.01626902	0.0228786
6.4279035e+09	-30.7579154	58.7028149	0.01505465	0.02476329
6.427905e+09	-30.8340233	60.1089483	0.01431645	0.02490607
6.4279065e+09	-31.3781945	64.099466	0.01178645	0.02427266
6.427908e+09	-30.5917873	67.861033	0.01113228	0.0273621
6.4279095e+09	-30.3126262	72.3017795	0.009273576	0.02906107
6.427911e+09	-29.4941979	77.4359975	0.007291374	0.03271627
6.4279125e+09	-29.5715096	78.1276184	0.006834825	0.03251123
6.427914e+09	-28.6463445	82.0268625	0.005126097	0.03659857
6.4279155e+09	-28.3783177	82.734288	0.004820311	0.03780792
6.427917e+09	-27.5098413	82.3412923	0.005613668	0.04174615
6.4279185e+09	-26.8472464	81.9027709	0.006403315	0.04500764
6.42792e+09	-26.4358793	82.6016183	0.006137798	0.04726888
6.4279215e+09	-26.1482681	81.6220747	0.007178798	0.04874467
6.427923e+09	-25.6168286	80.7972398	0.008376934	0.05170497
6.4279245e+09	-25.0582825	78.882976	0.01077019	0.05480991
6.427926e+09	-24.4336854	76.8841123	0.01362044	0.05845692
6.4279275e+09	-24.6194387	75.5322904	0.01467845	0.0568896
6.427929e+09	-24.2223062	74.4826866	0.01645343	0.05925961
6.4279305e+09	-24.0957162	73.0946101	0.01814667	0.05970753
6.427932e+09	-23.9136782	70.1344659	0.02165495	0.05993376
